Num,Direction,Elevator,Floor,Garden,Layout,Region,Price,Renovation,Size,Year,UnitPrice
414,南,有电梯,中楼层(共9层),锦绣江南(一期),3室2厅,闵行,835.0,精装,127.75,1995.0,6.536203522504892
415,南,有电梯,中楼层(共8层),新华世纪园,2室2厅,长宁,945.0,精装,114.91,1995.0,8.223827343138108
416,南,有电梯,低楼层(共18层),上城Uptown,3室2厅,长宁,1220.0,精装,169.45,1995.0,7.1997639421658315
417,南,无电梯,低楼层(共6层),柳营路1025弄,1室1厅,闸北,233.0,简装,36.96,1995.0,6.304112554112554
418,南,有电梯,低楼层(共11层),聚丰景都,2室2厅,宝山,399.0,精装,87.77,1995.0,4.545972427936653
419,南北,有电梯,中楼层(共23层),第九城市(二期),4室2厅,浦东,1758.0,精装,187.91,1995.0,9.355542546963973
420,南,有电梯,低楼层(共23层),千鹤小区,2室1厅,徐汇,535.0,精装,78.8,1995.0,6.789340101522843
421,南,有电梯,低楼层(共15层),中福花苑,1室1厅,黄浦,350.0,简装,44.97,1995.0,7.78296642205915
422,南,无电梯,低楼层(共5层),华一新城,2室2厅,闵行,470.0,简装,79.9,1995.0,5.88235294117647
423,南,有电梯,高楼层(共11层),银河新都,2室1厅,闵行,315.0,精装,67.0,1995.0,4.701492537313433
424,南,有电梯,低楼层(共15层),东苑福邸,4室2厅,闵行,530.0,其他,176.0,1995.0,3.0113636363636362
425,南,有电梯,高楼层(共11层),大唐盛世花园,2室2厅,浦东,1100.0,精装,100.27,1995.0,10.970379974070012
426,南北,有电梯,低楼层(共28层),万业紫辰苑,2室2厅,宝山,330.0,精装,79.94,1995.0,4.12809607205404
427,南,无电梯,高楼层(共6层),花苑村紫竹园,1室1厅,徐汇,295.0,其他,42.95,1995.0,6.868451688009313
428,南,无电梯,中楼层(共6层),共富一村,3室2厅,宝山,393.0,简装,110.11,1995.0,3.56915811461266
429,东南,无电梯,中楼层(共6层),长桥五村,2室1厅,徐汇,420.0,简装,56.07,1995.0,7.49063670411985
430,南,无电梯,低楼层(共6层),广海花园,2室2厅,闵行,470.0,精装,88.46,1995.0,5.313135880624011
431,南,有电梯,低楼层(共47层),盛大金磐,3室2厅,浦东,2400.0,精装,263.98,1995.0,9.091597848321841
432,南,有电梯,低楼层(共37层),尊园,3室2厅,徐汇,1213.0,毛坯,152.45,1995.0,7.9567071170875705
433,南,有电梯,低楼层(共11层),浦东星河湾,3室2厅,浦东,2180.0,精装,226.65,1995.0,9.618354290756674
434,南,有电梯,低楼层(共25层),士林华苑,4室2厅,黄浦,1950.0,毛坯,196.92,1995.0,9.902498476538696
435,南,有电梯,高楼层(共9层),瑞金尊邸,1室2厅,徐汇,720.0,精装,78.72,1995.0,9.146341463414634
436,南,有电梯,中楼层(共11层),毕加索小镇(二期)(公寓),2室2厅,浦东,529.0,精装,89.17,1995.0,5.932488505102613
437,南,有电梯,低楼层(共11层),东方悦居,2室1厅,浦东,415.0,简装,73.45,1995.0,5.650102110279101
438,南,无电梯,高楼层(共6层),绿川新苑,2室1厅,浦东,329.0,简装,77.3,1995.0,4.25614489003881
439,东南,有电梯,中楼层(共49层),世茂滨江花园,2室2厅,浦东,1300.0,精装,139.02,1995.0,9.35117249316645
440,南,有电梯,中楼层(共14层),绿洲康城亲水湾(中央区),3室2厅,浦东,660.0,精装,137.09,1995.0,4.814355532861623
441,南,无电梯,高楼层(共6层),上南五村,1室0厅,浦东,200.0,精装,35.51,1995.0,5.632216277105041
442,南,无电梯,中楼层(共6层),高华小区,2室0厅,闵行,165.0,简装,46.78,1995.0,3.527148353997435
443,南,有电梯,高楼层(共18层),古银杏苑,3室2厅,浦东,520.0,毛坯,112.7,1995.0,4.614019520851818
444,南,有电梯,低楼层(共16层),新天地荻泾花园,3室2厅,宝山,355.0,毛坯,93.85,1995.0,3.782631859350027
445,东南,无电梯,中楼层(共6层),九华新园,3室1厅,奉贤,310.0,毛坯,106.87,1995.0,2.900720501543932
446,南,无电梯,低楼层(共6层),新华小区,3室1厅,闵行,198.0,毛坯,61.48,1995.0,3.2205595315549775
447,193.8平米,,10层2011年建板楼),新浦江城（四期）,联排别墅,闵行,1000.0,南北,,,
448,南,无电梯,高楼层(共6层),北枫桥园,2室1厅,普陀,265.0,简装,53.42,1995.0,4.960688880569075
449,南北,有电梯,中楼层(共32层),西凌新邨,3室1厅,黄浦,740.0,简装,102.74,1995.0,7.202647459606775
450,南北,有电梯,中楼层(共9层),衡辰三林苑,2室2厅,浦东,598.0,其他,95.16,1995.0,6.284153005464481
451,南北,有电梯,中楼层(共24层),阳光威尼斯AB区,2室2厅,普陀,440.0,简装,101.75,1995.0,4.324324324324325
452,南北,,低楼层(共11层),嘉宝梦之湾(公寓),4室2厅,嘉定,366.0,毛坯,96.5,1995.0,3.7927461139896375
453,南北,无电梯,高楼层(共5层),千汇苑一村,3室2厅,浦东,300.0,毛坯,106.13,1995.0,2.826721944784698
454,南北,有电梯,高楼层(共11层),景星苑,4室2厅,闸北,1200.0,精装,169.7,1995.0,7.071302298173247
455,南,有电梯,低楼层(共35层),江临天下,2室2厅,浦东,1100.0,精装,116.85,1995.0,9.4137783483098
456,南,无电梯,高楼层(共6层),莲花公寓(闵行),2室1厅,闵行,485.0,简装,83.19,1995.0,5.830027647553793
457,南,有电梯,中楼层(共21层),四季全景台,4室2厅,浦东,1900.0,精装,212.65,1995.0,8.934869503879614
458,南,有电梯,中楼层(共18层),惠益新苑,1室1厅,浦东,158.0,毛坯,58.17,1995.0,2.71617672339694
459,南,有电梯,低楼层(共35层),瑞虹新城(三期),2室2厅,虹口,865.0,精装,103.58,1995.0,8.351033017957135
460,南,有电梯,高楼层(共15层),上海康城,2室2厅,闵行,372.0,精装,98.33,1995.0,3.783179090816638
461,南,有电梯,低楼层(共11层),海逸公寓,2室2厅,长宁,775.0,精装,91.35,1995.0,8.48385331143952
462,南北,无电梯,高楼层(共6层),汇颂南苑,2室2厅,闵行,245.0,精装,72.1,1995.0,3.3980582524271847
463,南,无电梯,中楼层(共5层),新泾一村,1室1厅,长宁,205.0,简装,40.34,1995.0,5.081804660386712
464,南,无电梯,中楼层(共6层),临沂六村,1室1厅,浦东,205.0,毛坯,37.31,1995.0,5.4945054945054945
465,西南,有电梯,低楼层(共18层),东航明珠公寓,2室2厅,闵行,500.0,精装,89.25,1995.0,5.602240896358543
466,南北,有电梯,中楼层(共17层),兴平昌苑,3室2厅,杨浦,950.0,精装,137.29,1995.0,6.919659115740404
467,南,无电梯,高楼层(共6层),通河六村,2室1厅,宝山,200.0,其他,54.82,1995.0,3.6483035388544325
468,南,有电梯,低楼层(共35层),汇豪天下,2室2厅,浦东,1030.0,精装,111.62,1995.0,9.227736964701666
469,南北,有电梯,高楼层(共16层),绿洲香岛花园,3室2厅,松江,568.0,精装,151.45,1995.0,3.7504126774513042
470,南,有电梯,高楼层(共28层),新海城,3室2厅,虹口,630.0,精装,120.69,1995.0,5.219985085756898
471,南,有电梯,中楼层(共11层),新梅共和城,3室2厅,闸北,805.0,简装,113.97,1995.0,7.063262261998772
472,北,有电梯,中楼层(共23层),世纪之门,2室1厅,普陀,435.0,精装,59.36,1995.0,7.328167115902965
473,南,有电梯,低楼层(共11层),白玉兰馨园,1室2厅,上海周边,330.0,精装,56.38,1995.0,5.853139411138701
474,南北,有电梯,中楼层(共18层),君莲宏润丽苑,3室2厅,闵行,415.0,毛坯,106.0,1995.0,3.9150943396226414
475,南北,无电梯,低楼层(共6层),新世纪花苑(三期)(浦东),2室2厅,浦东,620.0,其他,102.0,1995.0,6.078431372549019
476,南北,无电梯,高楼层(共6层),凌霄苑,2室2厅,浦东,345.0,精装,76.28,1995.0,4.522810697430519
477,南,有电梯,高楼层(共24层),上海滩新昌城,2室2厅,黄浦,1200.0,精装,107.9,1995.0,11.121408711770156
478,南,有电梯,低楼层(共12层),西郊九韵城,2室2厅,闵行,310.0,毛坯,81.07,1995.0,3.823855926976687
479,南,有电梯,低楼层(共11层),证大家园(四期),2室2厅,浦东,710.0,精装,106.04,1995.0,6.695586571105243
480,南,无电梯,高楼层(共6层),大唐花园,3室1厅,宝山,265.0,精装,90.26,1995.0,2.935962774207844
481,南,有电梯,中楼层(共29层),万里双子座,2室2厅,普陀,580.0,精装,97.38,1995.0,5.9560484699116865
482,南,无电梯,高楼层(共5层),浦江世博家园五街坊,2室2厅,闵行,390.0,精装,88.5,1995.0,4.406779661016949
483,南,有电梯,低楼层(共11层),流晶逸彩,3室2厅,闵行,700.0,其他,132.12,1995.0,5.29821374508023
484,南西北,无电梯,中楼层(共6层),天山路1726弄,3室0厅,长宁,365.0,毛坯,56.74,1995.0,6.432851603806838
485,南,有电梯,中楼层(共16层),保辉香景园,2室2厅,杨浦,1120.0,精装,121.1,1995.0,9.248554913294798
486,东北,有电梯,中楼层(共20层),南星小区,2室1厅,闸北,398.0,精装,66.0,1995.0,6.03030303030303
487,南,有电梯,中楼层(共28层),慧芝湖花园,2室2厅,闸北,770.0,精装,91.8,1995.0,8.387799564270153
488,南,无电梯,低楼层(共6层),欧风花都,2室2厅,闵行,600.0,精装,101.11,1995.0,5.934131144298289
489,西南西北,有电梯,高楼层(共38层),爱俪轩,2室2厅,静安,765.0,精装,120.05,1995.0,6.372344856309871
490,南北,有电梯,中楼层(共14层),保利湖畔阳光苑,2室2厅,嘉定,310.0,精装,88.47,1995.0,3.5040126596586414
491,南,有电梯,中楼层(共12层),锦绣江南(四期),2室2厅,闵行,829.0,简装,116.82,1995.0,7.096387604862182
492,南北,,中楼层(共18层),金沙鼎苑,2室2厅,嘉定,283.0,其他,78.34,1995.0,3.6124585141690067
493,南,无电梯,低楼层(共7层),中南小区,2室1厅,黄浦,680.0,简装,65.52,1995.0,10.378510378510379
494,南,有电梯,中楼层(共18层),环球翡翠湾花园(公寓),2室2厅,浦东,540.0,精装,94.4,1995.0,5.720338983050847
495,南,无电梯,中楼层(共7层),静安花苑(二),2室2厅,闵行,599.0,精装,90.21,1995.0,6.640062077375014
496,南,有电梯,中楼层(共28层),日月星辰,2室2厅,普陀,602.0,精装,96.42,1995.0,6.243517942335615
497,南,有电梯,低楼层(共11层),九歌茗园,2室2厅,闵行,623.0,精装,100.38,1995.0,6.206415620641562
498,南,有电梯,低楼层(共12层),大上海国际花园九区,2室2厅,闵行,581.8,精装,102.32,1995.0,5.68608287724785
499,南,无电梯,高楼层(共6层),颛溪五村,2室2厅,闵行,255.0,精装,78.32,1995.0,3.2558733401430033
500,南北,有电梯,低楼层(共9层),仁恒滨江园,3室2厅,浦东,1500.0,精装,146.01,1995.0,10.273268954181221
501,南北,有电梯,中楼层(共18层),绿地东上海,3室2厅,浦东,560.0,精装,117.52,1995.0,4.765146358066712
502,南北,有电梯,高楼层(共18层),盐湖新居,2室2厅,嘉定,335.0,精装,84.92,1995.0,3.9448893075836082
503,南,无电梯,高楼层(共6层),景舒苑八村,2室2厅,闵行,290.0,精装,75.75,1995.0,3.8283828382838285
504,南,有电梯,高楼层(共24层),静安新城四区,1室1厅,闵行,328.0,简装,59.13,1995.0,5.547099611026551
505,南,有电梯,高楼层(共21层),仲信苑,1室1厅,长宁,580.0,毛坯,69.53,1995.0,8.341722997267366
506,南,有电梯,高楼层(共26层),申达大厦,2室2厅,静安,730.0,毛坯,109.9,1995.0,6.6424021838034575
507,南,有电梯,高楼层(共13层),爱博五村,1室1厅,闵行,285.0,毛坯,60.66,1995.0,4.698318496538081
508,东南,有电梯,高楼层(共18层),田林十四村,2室1厅,徐汇,440.0,精装,73.5,1995.0,5.98639455782313
509,南,无电梯,高楼层(共6层),新华小区,2室1厅,闵行,193.0,简装,61.6,1995.0,3.133116883116883
510,南,无电梯,高楼层(共6层),云锦雅苑,2室2厅,浦东,150.0,简装,83.23,1995.0,1.802234771116184
511,南北,无电梯,高楼层(共6层),合欢公寓,3室2厅,浦东,445.0,精装,130.0,1995.0,3.423076923076923
512,南北,有电梯,低楼层(共11层),茉莉雅苑,2室1厅,松江,190.0,其他,74.23,1995.0,2.559612016704836
513,南,有电梯,高楼层(共8层),锦三角花园(公寓),3室3厅,浦东,1212.0,简装,202.1,1995.0,5.997031172686789
514,南,有电梯,高楼层(共14层),高行绿洲(五期),1室1厅,浦东,212.0,简装,54.1,1995.0,3.918669131238447
515,南,无电梯,中楼层(共4层),万科优诗美地,3室2厅,闵行,640.0,简装,124.04,1995.0,5.159625927120284
516,南,有电梯,低楼层(共17层),浦江茗园,3室2厅,浦东,1450.0,精装,167.87,1995.0,8.637636266158337
517,南,无电梯,低楼层(共6层),东方公寓(虹口),1室1厅,虹口,288.0,精装,48.0,1995.0,6.0
518,南,有电梯,高楼层(共17层),好世鹿鸣苑,1室1厅,闵行,370.0,精装,55.64,1995.0,6.649892163910855
519,南,有电梯,中楼层(共26层),天山河畔花园,2室2厅,长宁,888.0,精装,107.98,1995.0,8.223745137988516
520,南,有电梯,高楼层(共24层),圣骊河滨苑,3室2厅,杨浦,898.0,简装,131.68,1995.0,6.819562575941676
521,南,无电梯,高楼层(共6层),界龙花苑,3室2厅,浦东,380.0,精装,108.0,1995.0,3.5185185185185186
522,南,有电梯,低楼层(共8层),艺泰安邦,2室2厅,浦东,240.0,精装,91.59,1995.0,2.6203734032099573
523,南,有电梯,低楼层(共27层),绿地海域苏河源(一期),3室2厅,嘉定,365.0,毛坯,113.92,1995.0,3.204002808988764
524,南,,低楼层(共18层),棕榈滩海景城,2室2厅,奉贤,149.0,简装,92.0,1995.0,1.6195652173913044
525,南,有电梯,低楼层(共31层),仁恒河滨城(三期),3室2厅,浦东,1450.0,精装,153.33,1995.0,9.456727320159134
526,南,有电梯,低楼层(共30层),世茂湖滨花园(公寓),2室2厅,浦东,1250.0,精装,150.93,1995.0,8.281985026171073
527,南,有电梯,高楼层(共25层),华丽家族花园,3室2厅,浦东,1350.0,精装,141.54,1995.0,9.53793980500212
528,东南南,有电梯,高楼层(共16层),香梅花园(三-五期),3室2厅,浦东,1699.0,精装,188.45,1995.0,9.015654019633855
529,南北,无电梯,中楼层(共6层),顺驰美兰湖,3室2厅,宝山,360.0,精装,110.32,1995.0,3.263234227701233
530,南,,中楼层(共11层),佳兆业珊瑚湾(公寓),3室2厅,奉贤,155.0,精装,87.46,1995.0,1.772238737708667
531,南,有电梯,低楼层(共11层),绿水家园,3室2厅,闵行,700.0,其他,145.07,1995.0,4.8252567725925415
532,南,有电梯,高楼层(共18层),盛世年华,3室2厅,浦东,1550.0,精装,138.58,1995.0,11.18487516236109
533,南,有电梯,中楼层(共14层),新凯一期,2室1厅,松江,241.0,精装,77.71,1995.0,3.1012739673143743
534,南,无电梯,中楼层(共6层),通海一小区,2室1厅,闵行,225.0,简装,64.94,1995.0,3.464736680012319
535,南,有电梯,低楼层(共43层),世茂湖滨花园(公寓),2室2厅,浦东,1290.0,精装,172.25,1995.0,7.489114658925979
536,东,有电梯,低楼层(共20层),恒安阁,3室2厅,徐汇,1100.0,精装,147.17,1995.0,7.4743493918597546
537,南,无电梯,高楼层(共6层),华光公寓,2室2厅,闵行,450.0,精装,74.74,1995.0,6.020872357506021
538,南,有电梯,中楼层(共7层),广杭苑,3室2厅,杨浦,700.0,其他,130.64,1995.0,5.358236374770362
539,南,有电梯,中楼层(共18层),第九城市(二期),3室2厅,浦东,1360.0,精装,148.0,1995.0,9.18918918918919
540,南,无电梯,低楼层(共6层),范东铁路小区,2室1厅,长宁,436.0,精装,61.49,1995.0,7.090583834769881
541,南,无电梯,中楼层(共5层),万科金色雅筑,2室2厅,浦东,609.0,精装,76.5,1995.0,7.96078431372549
542,南北,有电梯,低楼层(共17层),君莲新城广润苑,2室2厅,闵行,345.0,毛坯,85.0,1995.0,4.0588235294117645
543,南,有电梯,低楼层(共13层),一品漫城(四期)(公寓),2室2厅,闵行,540.0,毛坯,91.79,1995.0,5.882993790173221
544,南,有电梯,高楼层(共30层),浦东世纪花园(公寓),4室2厅,浦东,2300.0,精装,225.23,1995.0,10.211783510189585
545,南,无电梯,中楼层(共6层),欣源公寓,2室2厅,闵行,422.0,精装,87.52,1995.0,4.821755027422304
546,西,有电梯,高楼层(共31层),碧云东壹栋,1室1厅,浦东,97.0,简装,37.76,1995.0,2.56885593220339
547,南,,低楼层(共18层),中海寰宇天下,3室2厅,闵行,639.0,精装,100.01,1995.0,6.3893610638936105
548,南,有电梯,中楼层(共11层),银泰苑,2室1厅,闵行,339.0,精装,84.5,1995.0,4.011834319526627
549,南,有电梯,高楼层(共13层),绿城玉兰花园(一期),3室3厅,浦东,1390.0,精装,191.85,1995.0,7.245243679958301
550,西南,有电梯,中楼层(共49层),世茂滨江花园,4室2厅,浦东,2790.0,精装,303.15,1995.0,9.203364670954974
551,南,无电梯,高楼层(共6层),金塔新村,2室1厅,闵行,213.0,精装,62.68,1995.0,3.398213146139119
552,南北,有电梯,低楼层(共14层),保利湖畔阳光苑,4室2厅,嘉定,565.0,精装,171.11,1995.0,3.301969493308398
553,南,有电梯,中楼层(共32层),永盛苑,3室2厅,闸北,1008.0,简装,154.53,1995.0,6.52300524170064
554,南北,,中楼层(共29层),东方豪园(公寓),3室2厅,嘉定,505.0,精装,127.9,1995.0,3.9483971853010162
555,南,有电梯,中楼层(共19层),平武小区,1室1厅,长宁,450.0,精装,60.04,1995.0,7.495003331112592
556,南北,有电梯,中楼层(共11层),新城金郡,2室2厅,嘉定,336.0,精装,88.64,1995.0,3.7906137184115525
557,南,有电梯,中楼层(共19层),东方花园三期,3室2厅,闵行,920.0,简装,131.78,1995.0,6.981332523903475
558,西北,,中楼层(共30层),新时空国际商务广场,1室1厅,长宁,245.0,精装,59.87,1995.0,4.092199766160014
559,北,有电梯,中楼层(共25层),仁恒河滨花园,3室2厅,长宁,1150.0,精装,123.71,1995.0,9.295934039285425
560,西南,,高楼层(共30层),新时空国际商务广场,1室0厅,长宁,190.0,精装,40.62,1995.0,4.677498769079271
561,南,有电梯,高楼层(共40层),世茂湖滨花园(公寓),4室2厅,浦东,2650.0,精装,369.6,1995.0,7.16991341991342
562,北,无电梯,中楼层(共6层),金坤花园,1室0厅,闵行,190.0,精装,42.32,1995.0,4.489603024574669
563,南,无电梯,中楼层(共4层),解放新村,2室1厅,奉贤,120.0,简装,53.59,1995.0,2.239223735771599
564,南,有电梯,中楼层(共11层),晓园,4室2厅,浦东,1980.0,精装,211.35,1995.0,9.36834634492548
565,南,有电梯,高楼层(共26层),驰骋大楼,2室1厅,黄浦,770.0,精装,70.73,1995.0,10.886469673405909
566,南,无电梯,高楼层(共6层),玉兰香苑(三期),1室2厅,浦东,340.0,简装,57.95,1995.0,5.867126833477135
567,南,无电梯,中楼层(共6层),妙境路627弄,2室2厅,浦东,249.0,简装,89.05,1995.0,2.7961819202695115
568,南北,无电梯,高楼层(共6层),新凯二期,2室1厅,松江,278.0,简装,77.49,1995.0,3.587559685120661
569,南,无电梯,中楼层(共6层),秀枫苑,2室1厅,奉贤,232.0,毛坯,86.56,1995.0,2.6802218114602585
570,南北,无电梯,中楼层(共6层),虹梅新苑,1室2厅,闵行,234.0,其他,58.62,1995.0,3.991811668372569
571,南,无电梯,高楼层(共6层),永和三村,2室0厅,上海周边,265.0,毛坯,58.31,1995.0,4.544675012862288
572,南,无电梯,低楼层(共5层),瞿溪新村,1室0厅,黄浦,220.0,简装,28.21,1995.0,7.798652959943282
573,南,有电梯,高楼层(共31层),百汇园,3室2厅,徐汇,2230.0,精装,182.06,1995.0,12.248709216741734
574,南北,有电梯,低楼层(共13层),天山中华园,3室2厅,长宁,999.0,简装,141.87,1995.0,7.0416578557834635
575,南,无电梯,低楼层(共6层),报春二村,2室1厅,闵行,249.0,简装,62.43,1995.0,3.9884670831331093
576,南,无电梯,中楼层(共4层),新浦江城(江栀路350弄),4室2厅,闵行,1080.0,毛坯,199.17,1995.0,5.422503389064619
577,南,无电梯,高楼层(共7层),政熙路68弄,2室1厅,杨浦,399.0,精装,70.68,1995.0,5.64516129032258
578,南,有电梯,低楼层(共14层),新高苑(二期),3室2厅,浦东,510.0,毛坯,109.12,1995.0,4.67375366568915
579,南,无电梯,中楼层(共6层),南茶园,2室2厅,杨浦,580.0,其他,94.83,1995.0,6.116207951070336
580,南,无电梯,高楼层(共6层),建华公寓,2室2厅,浦东,600.0,精装,81.98,1995.0,7.318858258111734
581,南,有电梯,低楼层(共32层),淡水湾花园,3室2厅,黄浦,1588.0,精装,148.95,1995.0,10.661295736824439
582,南北,无电梯,中楼层(共6层),小上海新城,2室2厅,浦东,315.0,精装,74.65,1995.0,4.2196918955123905
583,南,无电梯,中楼层(共6层),新凯二期,3室2厅,松江,325.0,精装,92.79,1995.0,3.502532600495743
584,南,无电梯,高楼层(共6层),航华二村二街坊,2室1厅,闵行,298.0,其他,68.76,1995.0,4.33391506689936
585,南,无电梯,低楼层(共6层),巨龙台湾城,2室2厅,奉贤,200.0,简装,84.55,1995.0,2.365464222353637
586,南,有电梯,低楼层(共10层),奥林匹克花园,1室2厅,松江,288.0,精装,66.97,1995.0,4.300433029714798
587,南,无电梯,低楼层(共7层),清宁小区,1室1厅,长宁,318.0,精装,49.06,1995.0,6.481858948226661
588,北,无电梯,中楼层(共5层),东体小区,1室0厅,虹口,130.0,简装,26.08,1995.0,4.984662576687117
589,东,有电梯,低楼层(共18层),绿地东上海,3室2厅,浦东,620.0,精装,134.29,1995.0,4.61687392955544
590,南,有电梯,高楼层(共36层),中信泰富又一城,2室2厅,嘉定,300.0,简装,92.53,1995.0,3.2421917216038043
591,南,无电梯,高楼层(共6层),绿川小区,2室1厅,浦东,270.0,精装,59.67,1995.0,4.524886877828054
592,南,无电梯,低楼层(共6层),潍坊九村,2室0厅,浦东,470.0,精装,49.34,1995.0,9.525739764896635
593,南,有电梯,中楼层(共30层),耀江花园,3室2厅,黄浦,1780.0,精装,151.83,1995.0,11.723638279654876
594,南,有电梯,高楼层(共33层),黄浦新苑(公寓),3室2厅,黄浦,1350.0,精装,143.53,1995.0,9.405699156970668
595,南,有电梯,低楼层(共25层),盛世年华,3室2厅,浦东,1500.0,简装,144.99,1995.0,10.345541071798054
596,南,有电梯,高楼层(共19层),新虹桥首府(公寓),2室2厅,松江,365.0,其他,88.81,1995.0,4.10989753406148
597,南,有电梯,低楼层(共18层),大唐盛世花园,3室2厅,浦东,1380.0,精装,145.02,1995.0,9.515928837401738
598,西南,有电梯,高楼层(共22层),普雄馨苑,2室1厅,普陀,415.0,精装,60.71,1995.0,6.835776643057157
599,东北,有电梯,中楼层(共26层),仁恒滨江园,2室2厅,浦东,980.0,精装,83.78,1995.0,11.69730245882072
600,南,无电梯,高楼层(共6层),春雷路431弄,2室1厅,宝山,185.0,精装,54.98,1995.0,3.36485994907239
601,南,无电梯,中楼层(共5层),御桥花园,3室2厅,浦东,480.0,精装,86.14,1995.0,5.572324123519851
602,东南,有电梯,低楼层(共34层),中远两湾城,1室2厅,普陀,550.0,精装,69.56,1995.0,7.906843013225991
603,南,有电梯,中楼层(共7层),上海滩花园,4室3厅,黄浦,2770.0,精装,213.24,1995.0,12.990058150440817
604,南,有电梯,中楼层(共10层),中汇公寓,3室2厅,黄浦,1190.0,精装,138.22,1995.0,8.609463174649111
605,东南,无电梯,中楼层(共7层),万科城市花园,2室2厅,闵行,394.0,精装,80.82,1995.0,4.875030932937392
606,南,有电梯,高楼层(共18层),中环花苑,2室2厅,普陀,643.0,精装,92.01,1995.0,6.988370829257689
607,南,有电梯,低楼层(共16层),环球翡翠湾花园(公寓),3室2厅,浦东,686.0,精装,125.86,1995.0,5.450500556173526
608,南,有电梯,中楼层(共18层),中星海上景庭,2室2厅,浦东,860.0,精装,107.68,1995.0,7.986627043090638
609,南北,有电梯,中楼层(共9层),聚缘中庭,2室1厅,闵行,210.0,精装,73.74,1995.0,2.847843775427177
610,南,无电梯,高楼层(共6层),联鑫坊,2室2厅,浦东,410.0,简装,90.04,1995.0,4.553531763660595
611,南,有电梯,中楼层(共12层),建华公寓,3室1厅,浦东,820.0,简装,124.75,1995.0,6.573146292585171
612,东,有电梯,高楼层(共25层),达安锦园,2室2厅,静安,750.0,精装,75.1,1995.0,9.986684420772304
613,南北,,低楼层(共11层),合生城邦三街坊,2室2厅,闵行,405.0,精装,107.4,1995.0,3.770949720670391
614,南北,无电梯,中楼层(共6层),南方新村,3室1厅,闵行,426.0,简装,77.55,1995.0,5.493230174081238
615,南,有电梯,高楼层(共14层),三林新村(永泰路136弄),1室1厅,浦东,265.0,其他,51.14,1995.0,5.1818537348455225
616,南北,无电梯,低楼层(共6层),西南小区,2室1厅,虹口,300.0,毛坯,47.43,1995.0,6.325110689437065
617,南北,无电梯,低楼层(共6层),翠鑫苑,2室2厅,松江,206.0,其他,87.01,1995.0,2.3675439604643143
618,南北,,低楼层(共21层),远香舫嘉苑,3室2厅,嘉定,416.0,精装,137.41,1995.0,3.0274361400189216
619,西,有电梯,低楼层(共41层),世茂滨江花园,1室2厅,浦东,810.0,精装,93.08,1995.0,8.702191663085518
620,南,有电梯,高楼层(共11层),东方龙苑,3室2厅,浦东,895.0,精装,127.84,1995.0,7.000938673341677
621,南西北,有电梯,低楼层(共18层),保利星海屿,2室2厅,嘉定,350.0,精装,90.14,1995.0,3.8828489017084533
622,西北,有电梯,中楼层(共22层),康桥半岛国际公寓,2室2厅,浦东,370.0,精装,81.64,1995.0,4.532092111709946
623,南,有电梯,中楼层(共8层),铭晖西郊苑,3室2厅,长宁,860.0,简装,116.0,1995.0,7.413793103448276
624,南北,有电梯,低楼层(共32层),翠湖天地御苑,3室2厅,黄浦,2450.0,精装,182.46,1995.0,13.427600569987941
625,西,有电梯,低楼层(共28层),田林新苑,2室1厅,徐汇,395.0,精装,70.31,1995.0,5.617977528089887
626,南,有电梯,低楼层(共33层),明日星城,2室2厅,黄浦,799.0,简装,94.94,1995.0,8.415841584158416
627,北,有电梯,高楼层(共26层),仁恒河滨城(一期),3室2厅,浦东,1200.0,精装,125.33,1995.0,9.574722731987553
628,南,有电梯,低楼层(共14层),新凯一期,2室2厅,松江,264.0,精装,81.84,1995.0,3.225806451612903
629,南,有电梯,低楼层(共11层),中房公寓,2室1厅,嘉定,295.0,精装,74.28,1995.0,3.9714593430263867
630,南,无电梯,中楼层(共5层),新舒苑,3室2厅,浦东,167.0,简装,103.35,1995.0,1.6158684083212387
631,南,有电梯,低楼层(共11层),江南星城,2室2厅,闵行,550.0,精装,86.73,1995.0,6.341519658710942
632,南,有电梯,高楼层(共18层),南郊御墅,2室2厅,奉贤,390.0,精装,91.03,1995.0,4.2843018785015925
633,南,有电梯,低楼层(共11层),君莲新城广润苑,2室2厅,闵行,298.0,毛坯,84.59,1995.0,3.522875044331481
634,暂无数据,无电梯,中楼层(共4层),荷风华庭,1室1厅,浦东,106.0,毛坯,49.62,1995.0,2.136235388956066
635,南,无电梯,中楼层(共6层),斜土路723弄,1室0厅,黄浦,330.0,精装,37.84,1995.0,8.720930232558139
636,南,无电梯,高楼层(共6层),甘泉苑,1室1厅,普陀,220.0,毛坯,47.41,1995.0,4.640371229698376
637,南北,有电梯,低楼层(共29层),宝华现代城,2室2厅,闸北,820.0,精装,97.84,1995.0,8.38103025347506
638,南,无电梯,低楼层(共6层),荷风华庭,2室2厅,浦东,132.0,简装,81.63,1995.0,1.6170525542080119
639,南,有电梯,中楼层(共8层),绿地香颂(奉贤)(公寓),2室1厅,奉贤,110.0,精装,62.89,1995.0,1.7490857051995548
640,暂无数据,有电梯,低楼层(共15层),新凯城钟秀苑,2室1厅,松江,221.0,精装,72.6,1995.0,3.0440771349862263
641,南,有电梯,低楼层(共12层),南国花园,3室2厅,闵行,550.0,精装,112.37,1995.0,4.894544807332918
642,南,无电梯,低楼层(共6层),金祥苑,1室1厅,徐汇,400.0,简装,53.15,1995.0,7.525870178739417
